清水寺,4786,5146,8000,清水寺,名詞,固有名詞,一般,*,*,*,キヨミズデラ,清水寺,*,*,*,*,*
にじさんじ,4786,5146,8000,にじさんじ,名詞,固有名詞,一般,*,*,*,ニジサンジ,にじさんじ,*,*,*,*,*
さしすせそ,4786,5146,8000,さしすせそ,名詞,固有名詞,一般,*,*,*,サシスセソ,さしすせそ,*,*,*,*,*
ましろ,4790,4790,8000,ましろ,名詞,固有名詞,人名,名,*,*,マシロ,ましろ,*,*,*,*,*
ちいかわ,4790,4790,8000,ちいかわ,名詞,固有名詞,人名,名,*,*,チイカワ,ちいかわ,*,*,*,*,*
ぼのぼの,4790,4790,8000,ぼのぼの,名詞,固有名詞,人名,名,*,*,ボノボノ,ぼのぼの,*,*,*,*,*
